Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,81116,39,3231,13,
Western Pacific,Republic of Korea,8320,84,81,6,
Western Pacific,Japan,829,15,28,4,
Western Pacific,Malaysia,553,0,0,0,
Western Pacific,Australia,375,77,5,0,
Western Pacific,Singapore,243,0,0,0,
Western Pacific,Philippines,187,47,12,0,
Western Pacific,Viet Nam,61,4,0,0,
Western Pacific,Brunei Darussalam,50,0,0,0,
Western Pacific,Cambodia,24,12,0,0,
Western Pacific,New Zealand,11,5,0,0,
Western Pacific,Mongolia,4,3,0,0,
Western Pacific Territories,French Polynesia,3,0,0,0,
Western Pacific Territories,Guam,3,3,0,0,TRUE
European,Italy,27980,3233,2503,349,
European,Spain,9191,1438,309,21,
European,France,6573,1193,148,21,
European,Germany,6012,1174,13,1,
European,Switzerland,2200,0,14,1,
European,The United Kingdom,1547,152,55,20,
European,Netherlands,1413,278,24,4,
European,Norway,1169,92,3,2,
European,Austria,1132,173,3,2,
European,Belgium,1085,0,5,0,
European,Sweden,1059,67,3,0,
European,Denmark,960,62,4,3,
European,Czechia,383,85,0,0,
European,Greece,331,0,4,0,
European,Portugal,331,86,0,0,
European,Israel,250,50,0,0,
European,Finland,272,5,0,0,
European,Slovenia,253,34,0,0,
European,Ireland,223,54,2,0,
European,Estonia,205,0,0,0,
European,Iceland,199,19,0,0,
European,Romania,158,0,0,0,
European,Poland,150,0,3,0,
European,San Marino,102,10,9,4,
European,Russian Federation,93,30,0,0,
European,Luxembourg,81,43,1,0,
European,Slovakia,72,11,0,0,
European,Bulgaria,67,16,2,0,
European,Serbia,70,24,0,0,
European,Croatia,56,7,0,0,
European,Armenia,52,26,0,0,
European,Albania,51,9,1,0,
European,Hungary,50,11,1,0,
European,Turkey,47,42,0,0,
European,Belarus,36,0,0,0,
European,Latvia,36,5,0,0,
European,Cyprus,33,0,0,0,
European,Georgia,33,0,0,0,
European,Malta,30,9,0,0,
European,Republic of Moldova,29,6,0,0,
European,Azerbaijan,19,0,0,0,
European,Bosnia and Herzegovina,19,0,0,0,
European,North Macedonia,19,6,0,0,
European,Lithuania,17,3,0,0,
European,Andorra,14,12,0,0,
European,Monaco,9,0,0,0,
European,Liechtenstein,7,0,0,0,
European,Ukraine,7,4,1,0,
European,Kazakhstan,6,0,0,0,
European,Uzbekistan,4,0,0,0,
European,Holy See,1,0,0,0,
European Territories,Faroe Islands,47,36,0,0,
European Territories,Gibraltar,3,2,0,0,
European Territories,Jersey,2,0,0,0,
European Territories,Guernsey,1,0,0,0,
South-East Asia ,Indonesia,172,55,5,1,
South-East Asia ,Thailand,147,33,1,0,
South-East Asia ,India,137,23,3,1,
South-East Asia ,Sri Lanka,29,10,0,0,
South-East Asia ,Maldives,13,0,0,0,
South-East Asia ,Bangladesh,8,3,0,0,
South-East Asia ,Bhutan,1,0,0,0,
South-East Asia ,Nepal,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),14991,0,853,0,
Eastern Mediterranean ,Qatar,439,38,0,0,
Eastern Mediterranean ,Bahrain,229,8,1,0,
Eastern Mediterranean ,Pakistan,187,135,0,0,
Eastern Mediterranean ,Egypt,166,40,4,2,
Eastern Mediterranean ,Saudi Arabia,133,30,0,0,
Eastern Mediterranean ,Kuwait,130,18,0,0,
Eastern Mediterranean ,Iraq,124,0,9,0,
Eastern Mediterranean ,Lebanon,109,10,3,0,
Eastern Mediterranean ,United Arab Emirates,98,0,0,0,
Eastern Mediterranean ,Morocco,38,10,2,1,
Eastern Mediterranean ,Jordan,35,29,0,0,
Eastern Mediterranean ,Oman,24,2,0,0,
Eastern Mediterranean ,Afghanistan,21,5,0,0,
Eastern Mediterranean ,Tunisia,20,2,0,0,
Eastern Mediterranean ,Sudan,1,0,1,0,
Eastern Mediterranean ,Somalia,1,1,0,0,TRUE
Eastern Mediterranean Territories,occupied Palestinian Territory,39,1,0,0,
Region of the Americas,United States of America,3503,1825,58,17,
Region of the Americas,Canada,424,120,1,0,
Region of the Americas,Brazil,234,34,0,0,
Region of the Americas,Chile,156,81,0,0,
Region of the Americas,Peru,86,15,0,0,
Region of the Americas,Panama,69,26,1,0,
Region of the Americas,Argentina,65,9,2,0,
Region of the Americas,Ecuador,58,21,2,0,
Region of the Americas,Mexico,53,0,0,0,
Region of the Americas,Colombia,45,21,0,0,
Region of the Americas,Costa Rica,41,18,0,0,
Region of the Americas,Venezuela (Bolivarian Republic of),33,16,0,0,
Region of the Americas,Dominican Republic,21,16,1,1,
Region of the Americas,Bolivia (Plurinational State of),11,0,0,0,
Region of the Americas,Jamaica,10,0,0,0,
Region of the Americas,Paraguay,9,1,0,0,
Region of the Americas,Honduras,8,6,0,0,
Region of the Americas,Uruguay,6,2,0,0,
Region of the Americas,Cuba,5,1,0,0,
Region of the Americas,Trinidad and Tobago,5,3,0,0,
Region of the Americas,Guyana,4,0,1,0,
Region of the Americas,Saint Lucia,2,0,0,0,
Region of the Americas,Antigua and Barbuda,1,0,0,0,
Region of the Americas,Bahamas,1,1,0,0,TRUE
Region of the Americas,Guatemala,1,0,1,0,
Region of the Americas,Saint Vincent and the Grenadines,1,0,0,0,
Region of the Americas,Suriname,1,0,0,0,
Region of the Americas Territories,Guadeloupe,18,12,0,0,
Region of the Americas Territories,Martinique,16,1,0,0,
Region of the Americas Territories,French Guiana,7,0,0,0,
Region of the Americas Territories,Curacao,3,1,0,0,
Region of the Americas Territories,Puerto Rico,3,0,0,0,
Region of the Americas Territories,Saint Barthelemy,3,0,0,0,
Region of the Americas Territories,Aruba,2,2,0,0,TRUE
Region of the Americas Territories,Saint Martin,2,0,0,0,
Region of the Americas Territories,United States Virgin Islands,2,2,0,0,TRUE
Region of the Americas Territories,Cayman Islands,1,0,1,0,
African ,South Africa,62,11,0,0,
African ,Algeria,60,11,4,1,
African ,Senegal,27,1,0,0,
African ,Burkina Faso,15,0,0,0,
African ,Rwanda,7,2,0,0,
African ,Cote d?Ivoire,6,3,0,0,
African ,Ghana,6,0,0,0,
African ,Cameroon,5,2,0,0,
African ,Ethiopia,5,4,0,0,
African ,Seychelles,4,2,0,0,
African ,Democratic Republic of the Congo,3,1,0,0,
African ,Kenya,3,2,0,0,
African ,Namibia,2,0,0,0,
African ,Nigeria,2,0,0,0,
African ,Benin,1,1,0,0,TRUE
African ,Central African Republic,1,0,0,0,
African ,Congo,1,0,0,0,
African ,Equatorial Guinea,1,0,0,0,
African ,Eswatini,1,0,0,0,
African ,Gabon,1,0,0,0,
African ,Guinea,1,0,0,0,
African ,Liberia,1,1,0,0,TRUE
African ,Mauritania,1,0,0,0,
African ,Togo,1,0,0,0,
African ,United Republic of Tanzania,1,1,0,0,TRUE
African Territories,Reunion,9,0,0,0,
African Territories,Mayotte,1,0,0,0,
