Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,81961,113,3293,6,
Western Pacific,Republic of Korea,9241,104,131,5,
Western Pacific,Australia,2799,547,11,3,
Western Pacific,Malaysia,1796,172,19,3,
Western Pacific,Japan,1291,98,45,2,
Western Pacific,Philippines,636,84,38,3,
Western Pacific,Singapore,631,73,2,0,
Western Pacific,New Zealand,262,73,0,0,
Western Pacific,Viet Nam,141,7,0,0,
Western Pacific,Brunei Darussalam,109,5,0,0,
Western Pacific,Cambodia,96,5,0,0,
Western Pacific,Mongolia,10,0,0,0,
Western Pacific,Fiji,5,1,0,0,
Western Pacific,Lao People's Democratic Republic,3,1,0,0,
Western Pacific,Papua New Guinea,1,0,0,0,
Western Pacific Territories,Guam,37,5,1,0,
Western Pacific Territories,French Polynesia,25,0,0,0,
Western Pacific Territories,New Caledonia,14,4,0,0,
European,Italy,74386,5210,7505,685,
European,Spain,47610,7937,3434,738,
European,Germany,36508,4954,198,49,
European,France,24920,2895,1331,231,
European,Switzerland,9714,925,103,17,
European,The United Kingdom,9533,1452,463,41,
European,Netherlands,6412,852,356,80,
European,Austria,5888,606,34,4,
European,Belgium,4937,668,178,56,
European,Portugal,2995,633,43,10,
European,Norway,2916,350,12,2,
European,Sweden,2510,238,42,6,
European,Turkey,2433,561,59,15,
European,Israel,2369,199,5,0,
European,Denmark,1724,133,34,2,
European,Czechia,1654,260,6,3,
European,Ireland,1564,235,9,2,
European,Luxembourg,1333,234,8,0,
European,Poland,1051,150,14,4,
European,Romania,906,144,13,2,
European,Finland,880,88,3,2,
European,Russian Federation,840,182,2,2,
European,Greece,821,78,22,2,
European,Iceland,737,89,2,0,
European,Slovenia,528,48,4,1,
European,Croatia,418,36,1,0,
European,Estonia,404,35,1,1,
European,Serbia,384,81,4,1,
European,Armenia,290,25,0,0,
European,Lithuania,274,65,4,2,
European,Hungary,261,35,10,0,
European,Bulgaria,242,22,3,0,
European,Latvia,221,24,0,0,
European,Slovakia,216,12,0,0,
European,Andorra,213,25,3,2,
European,San Marino,208,21,21,0,
European,North Macedonia,177,29,2,0,
European,Albania,174,28,5,0,
European,Bosnia and Herzegovina,173,9,3,1,
European,Ukraine,156,43,5,1,
European,Republic of Moldova,149,24,1,0,
European,Cyprus,132,8,3,0,
European,Malta,129,9,0,0,
European,Kazakhstan,97,18,0,0,
European,Azerbaijan,93,6,2,1,
European,Belarus,86,5,0,0,
European,Georgia,77,4,0,0,
European,Uzbekistan,65,15,0,0,
European,Montenegro,52,23,1,1,
European,Liechtenstein,51,4,0,0,
European,Kyrgyzstan,44,2,0,0,
European,Monaco,23,0,0,0,
European,Holy See,4,3,0,0,
European Territories,Faroe Islands,132,10,0,0,
European Territories,Kosovo[1],71,8,1,0,
European Territories,Guernsey,30,7,0,0,
European Territories,Gibraltar,26,11,0,0,
European Territories,Isle of Man,23,0,0,0,
European Territories,Jersey,18,2,0,0,
European Territories,Greenland,5,1,0,0,
South-East Asia ,Thailand,934,0,4,0,
South-East Asia ,Indonesia,790,104,58,3,
South-East Asia ,India,649,87,13,4,
South-East Asia ,Sri Lanka,102,0,0,0,
South-East Asia ,Bangladesh,39,0,4,0,
South-East Asia ,Maldives,13,0,0,0,
South-East Asia ,Myanmar,3,0,0,0,
South-East Asia ,Nepal,3,1,0,0,
South-East Asia ,Bhutan,2,0,0,0,
South-East Asia ,Timor-Leste,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),27017,2206,2077,143,
Eastern Mediterranean ,Pakistan,1057,66,8,1,
Eastern Mediterranean ,Saudi Arabia,900,133,2,1,
Eastern Mediterranean ,Qatar,537,11,0,0,
Eastern Mediterranean ,Egypt,456,54,21,1,
Eastern Mediterranean ,Bahrain,419,27,4,1,
Eastern Mediterranean ,Iraq,346,30,29,2,
Eastern Mediterranean ,Lebanon,333,29,4,0,
Eastern Mediterranean ,United Arab Emirates,333,85,2,0,
Eastern Mediterranean ,Morocco,225,55,6,1,
Eastern Mediterranean ,Kuwait,208,13,0,0,
Eastern Mediterranean ,Tunisia,173,59,5,2,
Eastern Mediterranean ,Jordan,172,19,0,0,
Eastern Mediterranean ,Oman,99,0,0,0,
Eastern Mediterranean ,Afghanistan,80,6,2,1,
Eastern Mediterranean ,Djibouti,12,9,0,0,
Eastern Mediterranean ,Syrian Arab Republic,5,4,0,0,
Eastern Mediterranean ,Sudan,3,0,1,0,
Eastern Mediterranean ,Somalia,2,1,0,0,
Eastern Mediterranean ,Libya,1,0,0,0,
Eastern Mediterranean Territories,occupied Palestinian territory,64,4,1,1,
Region of the Americas,United States of America,63570,11656,884,211,
Region of the Americas,Canada,3409,1670,35,10,
Region of the Americas,Brazil,2433,232,57,11,
Region of the Americas,Ecuador,1211,162,29,2,
Region of the Americas,Chile,1142,220,3,1,
Region of the Americas,Panama,558,213,8,2,
