Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,81077,29,3218,14,
Western Pacific,Republic of Korea,8236,74,75,0,
Western Pacific,Japan,814,34,24,2,
Western Pacific,Malaysia,553,315,0,0,
Western Pacific,Australia,298,0,5,0,
Western Pacific,Singapore,243,31,0,0,
Western Pacific,Philippines,140,0,12,0,
Western Pacific,Viet Nam,57,4,0,0,
Western Pacific,Brunei Darussalam,50,10,0,0,
Western Pacific,Cambodia,12,0,0,0,
Western Pacific,New Zealand,6,0,0,0,
Western Pacific,Mongolia,1,0,0,0,
Western Pacific Territories,French Polynesia,3,0,0,0,
European,Italy,24747,3590,1809,368,
European,Spain,7753,2000,288,152,
European,France,5380,911,127,36,
European,Germany,4838,1043,12,4,
European,Switzerland,2200,841,13,2,
European,The United Kingdom,1395,251,35,14,
European,Netherlands,1135,176,20,8,
European,Belgium,1085,396,5,5,
European,Norway,1077,170,1,0,
European,Sweden,992,68,3,3,
European,Austria,959,159,1,0,
European,Denmark,898,71,1,1,
European,Greece,331,103,4,2,
European,Czechia,298,84,0,0,
European,Finland,267,57,0,0,
European,Portugal,245,133,0,0,
European,Slovenia,219,78,0,0,
European,Estonia,205,126,0,0,
European,Israel,200,22,0,0,
European,Ireland,169,40,2,0,
European,Romania,158,35,0,0,
European,Poland,150,39,3,0,
European,Iceland,138,0,0,0,
European,San Marino,92,0,5,0,
European,Russian Federation,63,29,0,0,
European,Slovakia,61,17,0,0,
European,Bulgaria,51,8,2,0,
European,Croatia,49,12,0,0,
European,Albania,42,4,1,0,
European,Serbia,46,0,0,0,
European,Hungary,39,7,1,1,
European,Luxembourg,38,0,1,0,
European,Belarus,36,15,0,0,
European,Cyprus,33,12,0,0,
European,Georgia,33,3,0,0,
European,Latvia,31,1,0,0,
European,Armenia,26,18,0,0,
European,Republic of Moldova,23,11,0,0,
European,Malta,21,9,0,0,
European,Azerbaijan,19,0,0,0,
European,Bosnia and Herzegovina,18,0,0,0,
European,Lithuania,14,5,0,0,
European,North Macedonia,13,0,0,0,
European,Monaco,9,7,0,0,
European,Liechtenstein,7,3,0,0,
European,Kazakhstan,6,0,0,0,
European,Turkey,5,0,0,0,
European,Uzbekistan,4,4,0,0,TRUE
European,Ukraine,3,0,1,0,
European,Andorra,2,0,0,0,
European,Holy See,1,0,0,0,
European Territories,Faroe Islands,11,2,0,0,
European Territories,Jersey,2,0,0,0,
European Territories,Gibraltar,1,0,0,0,
European Territories,Guernsey,1,0,0,0,
South-East Asia ,Indonesia,117,0,4,0,
South-East Asia ,India,114,7,2,0,
South-East Asia ,Thailand,114,39,1,0,
South-East Asia ,Sri Lanka,19,8,0,0,
South-East Asia ,Maldives,13,3,0,0,
South-East Asia ,Bangladesh,5,2,0,0,
South-East Asia ,Bhutan,1,0,0,0,
South-East Asia ,Nepal,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),14991,2262,853,245,
Eastern Mediterranean ,Qatar,401,64,0,0,
Eastern Mediterranean ,Bahrain,221,10,1,1,
Eastern Mediterranean ,Egypt,126,33,2,0,
Eastern Mediterranean ,Iraq,124,31,9,0,
Eastern Mediterranean ,Kuwait,112,0,0,0,
Eastern Mediterranean ,Saudi Arabia,103,0,0,0,
Eastern Mediterranean ,Lebanon,99,6,3,0,
Eastern Mediterranean ,United Arab Emirates,98,13,0,0,
Eastern Mediterranean ,Pakistan,52,24,0,0,
Eastern Mediterranean ,Morocco,28,10,1,0,
Eastern Mediterranean ,Oman,22,2,0,0,
Eastern Mediterranean ,Tunisia,18,2,0,0,
Eastern Mediterranean ,Afghanistan,16,6,0,0,
Eastern Mediterranean ,Jordan,6,5,0,0,
Eastern Mediterranean ,Sudan,1,0,1,1,
Eastern Mediterranean Territories,occupied Palestinian territory,38,0,0,0,
Region of the Americas,United States of America,1678,0,41,0,
Region of the Americas,Canada,304,60,1,0,
Region of the Americas,Brazil,200,79,0,0,
Region of the Americas,Chile,75,14,0,0,
Region of the Americas,Peru,71,28,0,0,
Region of the Americas,Argentina,56,11,2,0,
Region of the Americas,Mexico,53,12,0,0,
Region of the Americas,Panama,43,16,1,0,
Region of the Americas,Ecuador,37,14,2,2,
Region of the Americas,Colombia,24,0,0,0,
Region of the Americas,Costa Rica,23,0,0,0,
Region of the Americas,Bolivia (Plurinational State of),11,8,0,0,
Region of the Americas,Jamaica,10,2,0,0,
Region of the Americas,Paraguay,8,2,0,0,
Region of the Americas,Dominican Republic,5,0,0,0,
Region of the Americas,Cuba,4,0,0,0,
Region of the Americas,Guyana,4,3,1,0,
Region of the Americas,Uruguay,4,4,0,0,TRUE
Region of the Americas,Honduras,2,0,0,0,
Region of the Americas,Trinidad and Tobago,2,1,0,0,
Region of the Americas,Venezuela (Bolivarian Republic of),2,0,0,0,
Region of the Americas,Antigua and Barbuda,1,0,0,0,
Region of the Americas,Guatemala,1,0,1,0,
Region of the Americas,Saint Lucia,1,0,0,0,
Region of the Americas,Saint Vincent and the Grenadines,1,0,0,0,
Region of the Americas,Suriname,1,0,0,0,
Region of the Americas Territories,Martinique,15,5,0,0,
Region of the Americas Territories,French Guiana,7,0,0,0,
Region of the Americas Territories,Guadeloupe,6,3,0,0,
Region of the Americas Territories,Puerto Rico,3,0,0,0,
Region of the Americas Territories,Saint Barthelemy,3,2,0,0,
Region of the Americas Territories,Curacao,2,0,0,0,
Region of the Americas Territories,Saint Martin,2,0,0,0,
Region of the Americas Territories,Cayman Islands,1,0,1,1,
African ,South Africa,51,13,0,0,
African ,Algeria,49,12,3,0,
African ,Senegal,26,5,0,0,
African ,Ghana,6,0,0,0,
African ,Rwanda,5,5,0,0,TRUE
African ,Burkina Faso,3,0,0,0,
African ,Cameroon,3,0,0,0,
African ,Cote d Ivoire,3,0,0,0,
African ,Democratic Republic of the Congo,2,0,0,0,
African ,Namibia,2,0,0,0,
African ,Nigeria,2,0,0,0,
African ,Seychelles,2,2,0,0,TRUE
African ,Central African Republic,1,0,0,0,
African ,Congo,1,0,0,0,
African ,Equatorial Guinea,1,0,0,0,
African ,Eswatini,1,0,0,0,
African ,Ethiopia,1,0,0,0,
African ,Gabon,1,0,0,0,
African ,Guinea,1,0,0,0,
African ,Kenya,1,0,0,0,
African ,Mauritania,1,0,0,0,
African Territories,Reunion,9,3,0,0,
African Territories,Mayotte,1,0,0,0,
