Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,82724,93,3327,6,
Western Pacific,Republic of Korea,9976,89,169,4,
Western Pacific,Australia,4976,269,21,1,
Western Pacific,Malaysia,2908,142,45,2,
Western Pacific,Japan,2384,206,57,0,
Western Pacific,Philippines,2311,227,96,8,
Western Pacific,Singapore,1000,74,3,0,
Western Pacific,New Zealand,723,76,1,0,
Western Pacific,Viet Nam,218,11,0,0,
Western Pacific,Brunei Darussalam,131,2,1,0,
Western Pacific,Cambodia,109,0,0,0,
Western Pacific,Mongolia,14,2,0,0,
Western Pacific,Lao People's Democratic Republic,10,1,0,0,
Western Pacific,Fiji,5,0,0,0,
Western Pacific,Papua New Guinea,1,0,0,0,
Western Pacific Territories,Guam,77,8,3,1,
Western Pacific Territories,French Polynesia,37,0,0,0,
Western Pacific Territories,New Caledonia,16,0,0,0,
Western Pacific Territories,Northern Mariana Islands (Commonwealth of the),6,4,0,0,
European,Italy,110574,4782,13157,727,
European,Spain,102136,7719,9053,864,
European,Germany,73522,6156,872,140,
European,France,56261,4784,4019,505,
European,The United Kingdom,29478,4324,2532,743,
European,Switzerland,17070,962,378,5,
European,Turkey,15679,2148,277,63,
European,Belgium,13964,1189,828,123,
European,Netherlands,13614,1019,1173,134,
European,Austria,10711,529,146,18,
European,Portugal,8251,808,187,27,
European,Israel,5591,462,21,0,
European,Sweden,4947,512,239,59,
European,Norway,4665,218,32,4,
European,Czechia,3589,281,39,8,
European,Ireland,3447,212,85,14,
European,Denmark,3107,247,104,14,
European,Russian Federation,2777,440,24,7,
European,Poland,2554,243,43,10,
European,Romania,2460,215,85,16,
European,Luxembourg,2319,141,29,6,
European,Finland,1446,62,17,0,
European,Greece,1375,61,50,1,
European,Iceland,1220,85,2,0,
European,Serbia,1060,160,13,0,
European,Croatia,963,96,6,0,
European,Slovenia,841,27,15,2,
European,Ukraine,804,135,20,3,
European,Estonia,779,34,5,1,
European,Lithuania,581,48,8,1,
European,Armenia,571,39,3,0,
European,Hungary,525,33,20,4,
European,Bosnia and Herzegovina,464,51,13,1,
European,Latvia,446,48,0,0,
European,Republic of Moldova,423,70,5,2,
European,Bulgaria,422,23,10,2,
European,Slovakia,400,37,0,0,
European,Andorra,396,20,13,1,
European,Kazakhstan,386,38,3,1,
European,Azerbaijan,359,61,5,0,
European,North Macedonia,354,25,11,2,
European,Cyprus,320,58,9,1,
European,Albania,277,34,15,2,
European,San Marino,236,0,28,2,
European,Belarus,192,40,2,2,
European,Uzbekistan,190,17,2,0,
European,Malta,188,21,0,0,
European,Georgia,121,6,0,0,
European,Montenegro,120,15,2,0,
European,Kyrgyzstan,115,4,0,0,
European,Liechtenstein,72,4,0,0,
European,Monaco,37,0,0,0,
European,Holy See,6,0,0,0,
European Territories,Faroe Islands,173,4,0,0,
European Territories,Kosovo[1],125,13,1,0,
European Territories,Gibraltar,69,0,0,0,
European Territories,Jersey,81,18,2,0,
European Territories,Guernsey,78,18,1,0,
European Territories,Isle of Man,65,13,0,0,
European Territories,Greenland,10,0,0,0,
South-East Asia ,Thailand,1771,0,12,0,
South-East Asia ,Indonesia,1677,149,157,21,
South-East Asia ,India,1636,0,38,0,
South-East Asia ,Sri Lanka,143,0,2,0,
South-East Asia ,Bangladesh,54,0,6,0,
South-East Asia ,Maldives,18,0,0,0,
