Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,82078,117,3298,5,
Western Pacific,Republic of Korea,9332,91,139,8,
Western Pacific,Australia,2985,186,13,2,
Western Pacific,Malaysia,2031,235,23,4,
Western Pacific,Japan,1387,96,46,1,
Western Pacific,Philippines,707,71,45,7,
Western Pacific,Singapore,683,52,2,0,
Western Pacific,New Zealand,338,76,0,0,
Western Pacific,Viet Nam,153,12,0,0,
Western Pacific,Brunei Darussalam,114,5,0,0,
Western Pacific,Cambodia,98,2,0,0,
Western Pacific,Mongolia,11,1,0,0,
Western Pacific,Lao People's Democratic Republic,6,3,0,0,
Western Pacific,Fiji,5,0,0,0,
Western Pacific,Papua New Guinea,1,0,0,0,
Western Pacific Territories,Guam,45,8,1,0,
Western Pacific Territories,French Polynesia,30,5,0,0,
Western Pacific Territories,New Caledonia,14,0,0,0,
European,Italy,80539,6153,8165,660,
European,Spain,56188,8578,4089,655,
European,Germany,42288,5780,253,55,
European,France,28786,3866,1695,364,
European,The United Kingdom,11662,2129,578,115,
European,Switzerland,10714,1000,161,58,
European,Netherlands,7431,1019,434,78,
European,Austria,7029,1141,52,18,
European,Belgium,6235,1298,220,42,
European,Turkey,3629,1196,75,16,
European,Portugal,3544,549,60,17,
European,Norway,3156,240,14,2,
European,Israel,3035,666,10,5,
European,Sweden,2806,296,66,24,
European,Czechia,2062,408,9,3,
European,Denmark,1877,153,41,7,
European,Ireland,1819,255,19,10,
European,Luxembourg,1453,120,9,1,
European,Poland,1221,170,16,2,
European,Russian Federation,1036,196,3,1,
European,Romania,1029,123,17,4,
European,Finland,958,78,4,1,
European,Greece,892,71,26,4,
European,Iceland,802,65,2,0,
European,Slovenia,577,49,5,1,
European,Estonia,538,134,1,0,
European,Croatia,495,77,2,1,
European,Serbia,457,73,7,3,
European,Armenia,329,39,1,1,
European,Hungary,300,39,10,0,
European,Lithuania,299,25,4,0,
European,Bulgaria,264,22,3,0,
European,Latvia,244,23,0,0,
European,Andorra,231,18,3,0,
European,Slovakia,226,10,0,0,
European,San Marino,218,10,21,0,
European,Ukraine,218,62,5,0,
European,Bosnia and Herzegovina,213,40,3,0,
European,North Macedonia,201,24,3,1,
European,Albania,186,12,8,3,
European,Republic of Moldova,177,28,2,1,
European,Cyprus,146,14,3,0,
European,Malta,134,5,0,0,
European,Kazakhstan,125,28,0,0,
European,Azerbaijan,122,29,3,1,
European,Belarus,86,0,0,0,
European,Uzbekistan,83,18,0,0,
European,Georgia,81,4,0,0,
European,Montenegro,67,15,1,0,
European,Kyrgyzstan,58,14,0,0,
European,Liechtenstein,56,5,0,0,
European,Monaco,19,0,0,0,
European,Holy See,4,0,0,0,
European Territories,Faroe Islands,140,8,0,0,
European Territories,Kosovo,79,8,1,0,
European Territories,Gibraltar,35,9,0,0,
European Territories,Guernsey,34,4,0,0,
European Territories,Jersey,32,14,1,1,
European Territories,Isle of Man,26,3,0,0,
European Territories,Greenland,6,1,0,0,
South-East Asia ,Thailand,1136,202,5,1,
South-East Asia ,Indonesia,893,103,78,20,
South-East Asia ,India,724,75,17,4,
South-East Asia ,Sri Lanka,106,4,0,0,
South-East Asia ,Bangladesh,48,9,5,1,
South-East Asia ,Maldives,13,0,0,0,
South-East Asia ,Myanmar,5,2,0,0,
South-East Asia ,Bhutan,3,1,0,0,
South-East Asia ,Nepal,3,0,0,0,
South-East Asia ,Timor-Leste,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),29406,2389,2234,157,
Eastern Mediterranean ,Pakistan,1057,0,8,0,
Eastern Mediterranean ,Saudi Arabia,1012,112,3,1,
Eastern Mediterranean ,Qatar,549,12,0,0,
Eastern Mediterranean ,Egypt,495,39,24,3,
Eastern Mediterranean ,Bahrain,458,39,4,0,
Eastern Mediterranean ,Iraq,382,36,36,7,
