Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,81848,101,3287,4,
Western Pacific,Republic of Korea,9137,100,126,6,
Western Pacific,Australia,2252,543,8,1,
Western Pacific,Malaysia,1624,106,16,2,
Western Pacific,Japan,1193,65,43,1,
Western Pacific,Singapore,558,51,2,0,
Western Pacific,Philippines,552,90,35,2,
Western Pacific,New Zealand,189,87,0,0,
Western Pacific,Viet Nam,134,11,0,0,
Western Pacific,Brunei Darussalam,104,13,0,0,
Western Pacific,Cambodia,91,4,0,0,
Western Pacific,Mongolia,10,0,0,0,
Western Pacific,Fiji,4,1,0,0,
Western Pacific,Lao People's Democratic Republic,2,2,0,0,TRUE
Western Pacific,Papua New Guinea,1,0,0,0,
Western Pacific Territories,Guam,32,3,1,0,
Western Pacific Territories,French Polynesia,25,7,0,0,
Western Pacific Territories,New Caledonia,10,2,0,0,
European,Italy,69176,5249,6820,743,
European,Spain,39673,6584,2696,514,
European,Germany,31554,2342,149,23,
European,France,22025,2410,1100,240,
European,Switzerland,8789,774,86,20,
European,The United Kingdom,8081,1427,422,87,
European,Netherlands,5560,811,276,63,
European,Austria,5282,796,30,5,
European,Belgium,4269,526,122,34,
European,Norway,2566,195,10,2,
European,Portugal,2362,302,33,10,
European,Sweden,2272,256,36,11,
European,Israel,2170,932,5,4,
European,Turkey,1872,343,44,7,
European,Denmark,1591,131,32,8,
European,Czechia,1394,158,3,2,
European,Ireland,1329,204,7,1,
European,Luxembourg,1099,224,8,0,
European,Poland,901,152,10,2,
European,Finland,792,92,1,0,
European,Romania,762,186,11,4,
European,Greece,743,48,20,3,
European,Russian Federation,658,220,0,0,
European,Iceland,648,60,2,0,
European,Slovenia,480,38,3,2,
European,Croatia,382,76,1,1,
European,Estonia,369,17,0,0,
European,Serbia,303,54,3,1,
European,Armenia,265,30,0,0,
European,Hungary,226,39,10,2,
European,Bulgaria,220,19,3,0,
European,Lithuania,209,30,2,1,
European,Slovakia,204,13,0,0,
European,Latvia,197,17,0,0,
European,Andorra,188,24,1,0,
European,San Marino,187,0,21,1,
European,Bosnia and Herzegovina,164,33,2,1,
European,North Macedonia,148,12,2,0,
European,Albania,146,23,5,1,
European,Republic of Moldova,125,16,1,0,
European,Cyprus,124,8,3,3,
European,Malta,120,13,0,0,
European,Ukraine,113,29,4,1,
European,Azerbaijan,87,15,1,0,
European,Belarus,81,0,0,0,
European,Kazakhstan,79,16,0,0,
European,Georgia,73,6,0,0,
European,Uzbekistan,50,4,0,0,
European,Liechtenstein,47,1,0,0,
European,Kyrgyzstan,42,26,0,0,
European,Montenegro,29,7,0,0,
European,Monaco,23,0,0,0,
European,Holy See,1,0,0,0,
European Territories,Faroe Islands,122,4,0,0,
European Territories,Kosovo,63,2,1,0,
European Territories,Guernsey,23,3,0,0,
European Territories,Isle of Man,23,10,0,0,
European Territories,Jersey,16,0,0,0,
European Territories,Gibraltar,15,0,0,0,
European Territories,Greenland,4,0,0,0,
South-East Asia ,Thailand,934,107,4,0,
South-East Asia ,Indonesia,686,107,55,6,
South-East Asia ,India,562,128,9,0,
South-East Asia ,Sri Lanka,102,5,0,0,
South-East Asia ,Bangladesh,39,6,4,1,
South-East Asia ,Maldives,13,0,0,0,
South-East Asia ,Myanmar,3,1,0,0,
South-East Asia ,Bhutan,2,0,0,0,
South-East Asia ,Nepal,2,0,0,0,
South-East Asia ,Timor-Leste,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),24811,1762,1934,122,
Eastern Mediterranean ,Pakistan,991,104,7,1,
Eastern Mediterranean ,Saudi Arabia,767,205,1,1,
Eastern Mediterranean ,Qatar,526,25,0,0,
Eastern Mediterranean ,Egypt,402,36,20,1,
Eastern Mediterranean ,Bahrain,392,15,3,1,
Eastern Mediterranean ,Iraq,316,50,27,4,
Eastern Mediterranean ,Lebanon,304,37,4,0,
Eastern Mediterranean ,United Arab Emirates,248,50,2,0,
Eastern Mediterranean ,Kuwait,195,4,0,0,
Eastern Mediterranean ,Morocco,170,27,5,1,
Eastern Mediterranean ,Jordan,153,26,0,0,
Eastern Mediterranean ,Tunisia,114,25,3,0,
Eastern Mediterranean ,Oman,99,15,0,0,
Eastern Mediterranean ,Afghanistan,74,32,1,0,
Eastern Mediterranean ,Djibouti,3,0,0,0,
Eastern Mediterranean ,Sudan,3,1,1,0,
Eastern Mediterranean ,Libya,1,1,0,0,TRUE
Eastern Mediterranean ,Somalia,1,0,0,0,
Eastern Mediterranean ,Syrian Arab Republic,1,0,0,0,
Eastern Mediterranean Territories,occupied Palestinian territory,60,1,0,0,
Region of the Americas,United States of America,51914,9750,673,202,
Region of the Americas,Brazil,2201,655,46,21,
Region of the Americas,Canada,1739,307,25,5,
Region of the Americas,Ecuador,1049,259,27,12,
Region of the Americas,Chile,922,176,2,1,
Region of the Americas,Peru,416,21,5,3,
Region of the Americas,Mexico,370,0,4,0,
Region of the Americas,Panama,345,0,6,0,
Region of the Americas,Dominican Republic,312,67,6,3,
Region of the Americas,Colombia,306,29,3,0,
Region of the Americas,Argentina,301,35,4,0,
Region of the Americas,Costa Rica,177,19,2,0,
Region of the Americas,Uruguay,162,0,0,0,
Region of the Americas,Venezuela (Bolivarian Republic of),77,7,0,0,
Region of the Americas,Trinidad and Tobago,57,6,0,0,
Region of the Americas,Cuba,48,8,1,0,
Region of the Americas,Honduras,30,0,0,0,
Region of the Americas,Bolivia (Plurinational State of),28,1,0,0,
Region of the Americas,Paraguay,27,5,2,1,
Region of the Americas,Guatemala,21,1,1,0,
Region of the Americas,Jamaica,21,2,1,0,
Region of the Americas,Barbados,18,1,0,0,
Region of the Americas,Haiti,7,1,0,0,
Region of the Americas,Suriname,6,4,0,0,
Region of the Americas,El Salvador,5,2,0,0,
Region of the Americas,Guyana,5,0,1,0,
Region of the Americas,Bahamas,4,0,0,0,
Region of the Americas,Antigua and Barbuda,3,2,0,0,
