Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,81174,58,3242,11,
Western Pacific,Republic of Korea,8413,93,84,3,
Western Pacific,Japan,873,44,29,1,
Western Pacific,Malaysia,673,120,2,2,
Western Pacific,Australia,510,96,6,1,
Western Pacific,Singapore,313,47,0,0,
Western Pacific,Philippines,187,0,14,2,
Western Pacific,Viet Nam,66,5,0,0,
Western Pacific,Brunei Darussalam,56,2,0,0,
Western Pacific,Cambodia,35,11,0,0,
Western Pacific,New Zealand,20,9,0,0,
Western Pacific,Mongolia,5,1,0,0,
Western Pacific Territories,Guam,5,2,0,0,
Western Pacific Territories,French Polynesia,3,0,0,0,
European,Italy,35713,4207,2978,473,
European,Spain,13716,2538,598,107,
European,France,9043,0,244,0,
European,Germany,8198,1042,13,0,
European,Switzerland,3010,353,21,2,
European,The United Kingdom,2630,672,103,0,
European,Netherlands,2051,0,58,0,
European,Austria,1646,314,4,1,
European,Belgium,1486,0,14,0,
European,Norway,1423,115,3,0,
European,Sweden,1279,112,3,0,
European,Denmark,1044,67,4,0,
European,Portugal,642,194,2,1,
European,Czechia,522,30,0,0,
European,Israel,427,0,0,0,
European,Greece,418,0,5,0,
European,Finland,359,40,0,0,
European,Ireland,292,0,2,0,
European,Poland,287,0,5,0,
European,Slovenia,286,0,1,0,
European,Estonia,258,33,0,0,
European,Iceland,250,25,0,0,
European,Romania,246,62,0,0,
European,Luxembourg,210,63,2,1,
European,Turkey,191,51,2,1,
European,Russian Federation,147,54,0,0,
European,San Marino,109,5,14,3,
European,Slovakia,105,8,0,0,
European,Serbia,96,11,0,0,
European,Bulgaria,92,11,2,0,
European,Armenia,84,32,0,0,
European,Croatia,81,16,0,0,
European,Latvia,71,11,0,0,
European,Albania,59,2,2,1,
European,Cyprus,58,25,0,0,
European,Hungary,58,8,1,0,
European,Malta,48,10,0,0,
European,Belarus,46,10,0,0,
European,Georgia,38,4,0,0,
European,Bosnia and Herzegovina,36,7,0,0,
European,Kazakhstan,36,3,0,0,
European,North Macedonia,36,5,0,0,
European,Republic of Moldova,36,0,0,0,
European,Azerbaijan,34,13,1,1,
European,Lithuania,26,1,0,0,
European,Liechtenstein,25,18,0,0,
European,Ukraine,16,7,2,0,
European,Uzbekistan,16,0,0,0,
European,Monaco,9,0,0,0,
European,Kyrgyzstan,3,3,0,0,TRUE
European,Montenegro,2,0,0,0,
European,Holy See,1,0,0,0,
European Territories,Faroe Islands,58,11,0,0,
European Territories,Andorra,39,23,0,0,
European Territories,Gibraltar,8,5,0,0,
European Territories,Jersey,5,0,0,0,
European Territories,Greenland,2,0,0,0,
European Territories,Guernsey,1,0,0,0,
South-East Asia ,Indonesia,227,55,19,14,
South-East Asia ,Thailand,212,35,1,0,
South-East Asia ,India,151,14,3,0,
South-East Asia ,Sri Lanka,42,13,0,0,
South-East Asia ,Maldives,13,0,0,0,
South-East Asia ,Bangladesh,10,2,0,0,
South-East Asia ,Bhutan,1,0,0,0,
South-East Asia ,Nepal,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),17361,1192,1135,147,
Eastern Mediterranean ,Qatar,442,0,0,0,
Eastern Mediterranean ,Bahrain,256,5,1,0,
Eastern Mediterranean ,Pakistan,241,54,0,0,
Eastern Mediterranean ,Saudi Arabia,238,67,0,0,
Eastern Mediterranean ,Egypt,196,30,6,2,
Eastern Mediterranean ,Iraq,164,0,12,0,
Eastern Mediterranean ,Kuwait,142,12,0,0,
Eastern Mediterranean ,Lebanon,133,13,4,1,
Eastern Mediterranean ,United Arab Emirates,113,15,0,0,
Eastern Mediterranean ,Jordan,52,13,0,0,
Eastern Mediterranean ,Morocco,49,11,2,0,
Eastern Mediterranean ,Oman,33,9,0,0,
Eastern Mediterranean ,Tunisia,29,5,0,0,
Eastern Mediterranean ,Afghanistan,22,0,0,0,
Eastern Mediterranean ,Djibouti,1,1,0,0,TRUE
Eastern Mediterranean ,Somalia,1,0,0,0,
Eastern Mediterranean ,Sudan,1,0,1,0,
Eastern Mediterranean Territories,occupied Palestinian territory,44,3,0,0,
Region of the Americas,United States of America,7087,3551,100,42,
Region of the Americas,Canada,569,145,8,7,
Region of the Americas,Brazil,291,57,1,1,
Region of the Americas,Chile,238,82,0,0,
Region of the Americas,Ecuador,155,97,2,0,
Region of the Americas,Peru,145,59,0,0,
Region of the Americas,Colombia,93,48,0,0,
Region of the Americas,Mexico,93,11,0,0,
Region of the Americas,Panama,86,17,1,0,
Region of the Americas,Argentina,79,14,2,0,
Region of the Americas,Costa Rica,50,9,0,0,
Region of the Americas,Venezuela (Bolivarian Republic of),36,3,0,0,
Region of the Americas,Uruguay,29,23,0,0,
Region of the Americas,Dominican Republic,21,0,1,0,
Region of the Americas,Jamaica,13,1,0,0,
Region of the Americas,Bolivia (Plurinational State of),12,1,0,0,
Region of the Americas,Paraguay,11,2,0,0,
Region of the Americas,Cuba,10,5,1,0,
Region of the Americas,Honduras,9,1,0,0,
Region of the Americas,Trinidad and Tobago,7,2,0,0,
Region of the Americas,Guatemala,6,0,1,0,
Region of the Americas,Guyana,4,1,1,0,
Region of the Americas,Bahamas,3,2,0,0,
Region of the Americas,Barbados,2,2,0,0,TRUE
Region of the Americas,Saint Lucia,2,0,0,0,
Region of the Americas,Antigua and Barbuda,1,0,0,0,
Region of the Americas,Montserrat,1,1,0,0,TRUE
Region of the Americas,Saint Vincent and the Grenadines,1,0,0,0,
Region of the Americas,Suriname,1,0,0,0,
Region of the Americas Territories,Guadeloupe,33,15,0,0,
Region of the Americas Territories,Martinique,23,7,0,0,
Region of the Americas Territories,French Guiana,11,4,0,0,
Region of the Americas Territories,Puerto Rico,5,2,0,0,
Region of the Americas Territories,Aruba,4,2,0,0,
Region of the Americas Territories,Saint Martin,4,2,0,0,
Region of the Americas Territories,Curacao,3,0,0,0,
Region of the Americas Territories,Saint Barthelemy,3,0,0,0,
Region of the Americas Territories,United States Virgin Islands,2,0,0,0,
Region of the Americas Territories,Cayman Islands,1,0,1,0,
African ,South Africa,116,54,0,0,
African ,Algeria,72,12,6,2,
African ,Senegal,36,9,0,0,
African ,Burkina Faso,26,6,1,1,
African ,Rwanda,11,4,0,0,
African ,Cameroon,10,5,0,0,
African ,Cote d?Ivoire,9,3,0,0,
African ,Ghana,9,1,0,0,
African ,Nigeria,8,6,0,0,
African ,Democratic Republic of the Congo,7,4,0,0,
African ,Kenya,7,4,0,0,
African ,Ethiopia,6,1,0,0,
African ,Seychelles,6,2,0,0,
African ,Congo,3,2,0,0,
African ,Equatorial Guinea,3,2,0,0,
African ,Gabon,3,2,0,0,
African ,Mauritius,3,3,0,0,TRUE
African ,United Republic of Tanzania,3,2,0,0,
African ,Liberia,2,1,0,0,
African ,Mauritania,2,1,0,0,
African ,Namibia,2,0,0,0,
African ,Zambia,2,2,0,0,TRUE
African ,Benin,1,0,0,0,
African ,Central African Republic,1,0,0,0,
African ,Eswatini,1,0,0,0,
African ,Gambia,1,1,0,0,TRUE
African ,Guinea,1,0,0,0,
African ,Togo,1,0,0,0,
African Territories,Reunion,12,3,0,0,
African Territories,Mayotte,3,2,0,0,
