Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,80924,20,3140,17,
Western Pacific,Republic of Korea,7513,131,54,3,
Western Pacific,Japan,514,26,9,2,
Western Pacific,Singapore,160,10,0,0,
Western Pacific,Malaysia,117,24,0,0,
Western Pacific,Australia,92,15,3,0,
Western Pacific,Philippines,33,23,1,0,
Western Pacific,Viet Nam,31,1,0,0,
Western Pacific,New Zealand,5,0,0,0,
Western Pacific,Cambodia,2,0,0,0,
Western Pacific,Brunei Darussalam,1,1,0,0,TRUE
Western Pacific,Mongolia,1,1,0,0,TRUE
European,Italy,9172,1797,463,97,
European,France,1402,286,30,11,
European,Germany,1139,27,2,2,
European,Spain,1024,435,28,18,
European,Switzerland,332,0,2,0,
European,The United Kingdom,323,46,3,1,
European,Netherlands,321,56,3,0,
European,Sweden,248,45,0,0,
European,Belgium,239,39,0,0,
European,Norway,192,23,0,0,
European,Austria,131,19,0,0,
European,Denmark,90,54,0,0,
European,Greece,73,0,0,0,
European,Iceland,55,0,0,0,
European,San Marino,49,12,2,1,
European,Finland,40,10,0,0,
European,Israel,39,0,0,0,
European,Czechia,38,6,0,0,
European,Portugal,30,0,0,0,
European,Ireland,24,3,0,0,
European,Slovenia,23,7,0,0,
European,Poland,16,5,0,0,
European,Georgia,15,2,0,0,
European,Romania,15,0,0,0,
European,Croatia,12,1,0,0,
European,Estonia,10,0,0,0,
European,Azerbaijan,9,0,0,0,
European,Hungary,9,0,0,0,
European,North Macedonia,7,4,0,0,
European,Russian Federation,7,0,0,0,
European,Slovakia,7,2,0,0,
European,Belarus,6,0,0,0,
European,Latvia,6,3,0,0,
European,Luxembourg,5,3,0,0,
European,Bulgaria,4,0,0,0,
European,Malta,4,1,0,0,
European,Albania,2,0,0,0,
European,Bosnia and Herzegovina,2,0,0,0,
European,Cyprus,2,2,0,0,TRUE
European,Andorra,1,0,0,0,
European,Armenia,1,0,0,0,
European,Holy See,1,0,0,0,
European,Liechtenstein,1,0,0,0,
European,Lithuania,1,0,0,0,
European,Monaco,1,0,0,0,
European,Republic of Moldova,1,0,0,0,
European,Serbia,1,0,0,0,
European,Ukraine,1,0,0,0,
European Territories,Faroe Islands,2,0,0,0,
European Territories,Gibraltar,1,0,0,0,
European Territories,Guernsey,1,1,0,0,TRUE
South-East Asia ,Thailand,53,3,1,0,
South-East Asia ,India,44,1,0,0,
South-East Asia ,Indonesia,19,13,0,0,
South-East Asia ,Maldives,4,0,0,0,
South-East Asia ,Bangladesh,3,0,0,0,
South-East Asia ,Bhutan,1,0,0,0,
South-East Asia ,Nepal,1,0,0,0,
South-East Asia ,Sri Lanka,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),7161,595,237,43,
Eastern Mediterranean ,Bahrain,109,30,0,0,
Eastern Mediterranean ,Kuwait,65,1,0,0,
Eastern Mediterranean ,Iraq,61,1,6,0,
Eastern Mediterranean ,Egypt,59,4,1,0,
Eastern Mediterranean ,United Arab Emirates,59,14,0,0,
Eastern Mediterranean ,Lebanon,41,9,0,0,
Eastern Mediterranean ,Oman,18,2,0,0,
Eastern Mediterranean ,Qatar,18,3,0,0,
Eastern Mediterranean ,Pakistan,16,10,0,0,
Eastern Mediterranean ,Saudi Arabia,15,0,0,0,
Eastern Mediterranean ,Afghanistan,4,0,0,0,
Eastern Mediterranean ,Morocco,2,0,0,0,
Eastern Mediterranean ,Tunisia,2,0,0,0,
Eastern Mediterranean ,Jordan,1,0,0,0,
Eastern Mediterranean Territories,occupied Palestinian territory,26,7,0,0,
Region of the Americas,United States of America,472,259,19,8,
Region of the Americas,Canada,77,15,0,0,
Region of the Americas,Brazil,25,0,0,0,
Region of the Americas,Ecuador,15,0,0,0,
Region of the Americas,Chile,13,3,0,0,
Region of the Americas,Argentina,12,0,1,0,
Region of the Americas,Costa Rica,9,0,0,0,
Region of the Americas,Peru,9,3,0,0,
Region of the Americas,Mexico,7,0,0,0,
Region of the Americas,Dominican Republic,5,4,0,0,
Region of the Americas,Colombia,3,2,0,0,
Region of the Americas,Panama,1,1,0,0,TRUE
Region of the Americas,Paraguay,1,0,0,0,
Region of the Americas Territories,French Guiana,5,0,0,0,
Region of the Americas Territories,Martinique,2,0,0,0,
Region of the Americas Territories,Saint Martin,2,0,0,0,
Region of the Americas Territories,Saint Barthelemy,1,0,0,0,
African ,Algeria,20,0,0,0,
African ,South Africa,7,4,0,0,
African ,Senegal,4,0,0,0,
African ,Cameroon,2,0,0,0,
African ,Nigeria,2,0,0,0,
African ,Togo,1,0,0,0,
