Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,81116,39,3231,13,
Western Pacific,Republic of Korea,8320,84,81,6,
Western Pacific,Japan,829,15,28,4,
Western Pacific,Malaysia,553,0,0,0,
Western Pacific,Australia,414,78,5,0,
Western Pacific,Singapore,266,23,0,0,
Western Pacific,Philippines,187,45,12,0,
Western Pacific,Viet Nam,61,4,0,0,
Western Pacific,Brunei Darussalam,54,4,0,0,
Western Pacific,Cambodia,24,12,0,0,
Western Pacific,New Zealand,11,5,0,0,
Western Pacific,Mongolia,4,0,0,0,
Western Pacific Territories,French Polynesia,3,0,0,0,
Western Pacific Territories,Guam,3,3,0,0,
European,Italy,31506,3526,2503,345,
European,Spain,11178,1987,491,182,
European,France,7652,1079,175,27,
European,Germany,7156,1144,13,0,
European,Switzerland,2650,450,14,5,
European,The United Kingdom,1954,407,55,5,
European,Netherlands,1705,292,43,19,
European,Belgium,1486,401,14,9,
European,Austria,1332,373,3,2,
European,Norway,1308,139,3,0,
European,Sweden,1167,108,3,0,
European,Denmark,977,79,4,3,
European,Portugal,448,117,1,1,
European,Czechia,434,136,0,0,
European,Greece,387,56,4,0,
European,Finland,319,47,0,0,
European,Israel,304,0,0,0,
European,Ireland,292,69,2,0,
European,Slovenia,275,22,1,1,
European,Poland,246,96,5,2,
European,Estonia,225,20,0,0,
European,Iceland,225,45,0,0,
European,Romania,184,26,0,0,
European,Luxembourg,140,59,1,0,
European,San Marino,104,2,11,2,
European,Slovakia,97,25,0,0,
European,Russian Federation,93,0,0,0,
European,Bulgaria,81,14,2,0,
European,Serbia,85,23,0,0,
European,Croatia,65,9,0,0,
European,Latvia,60,24,0,0,
European,Albania,55,4,1,0,
European,Armenia,52,0,0,0,
European,Hungary,50,11,1,0,
European,Turkey,47,0,0,0,
European,Malta,38,8,0,0,
European,Belarus,36,0,0,0,
European,Georgia,34,1,0,0,
European,Cyprus,33,0,0,0,
European,Kazakhstan,33,27,0,0,
European,North Macedonia,31,12,0,0,
European,Republic of Moldova,30,1,0,0,
European,Lithuania,25,8,0,0,
European,Azerbaijan,21,0,0,0,
European,Bosnia and Herzegovina,19,0,0,0,
European,Andorra,16,2,0,0,
European,Uzbekistan,16,12,0,0,
European,Ukraine,14,9,2,1,
European,Monaco,9,0,0,0,
European,Liechtenstein,7,0,0,0,
European,Montenegro,2,2,0,0,TRUE
European,Holy See,1,0,0,0,
European Territories,Faroe Islands,47,36,0,0,
European Territories,Jersey,5,3,0,0,
European Territories,Gibraltar,3,0,0,0,
European Territories,Guernsey,1,0,0,0,
South-East Asia ,Thailand,177,30,1,0,
South-East Asia ,Indonesia,172,0,5,0,
South-East Asia ,India,137,23,3,1,
South-East Asia ,Sri Lanka,29,10,0,0,
South-East Asia ,Maldives,13,0,0,0,
South-East Asia ,Bangladesh,8,0,0,0,
South-East Asia ,Bhutan,1,0,0,0,
South-East Asia ,Nepal,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),16169,1178,988,135,
Eastern Mediterranean ,Qatar,442,41,0,0,
Eastern Mediterranean ,Bahrain,237,16,1,0,
Eastern Mediterranean ,Pakistan,187,134,0,0,
Eastern Mediterranean ,Saudi Arabia,171,38,0,0,
Eastern Mediterranean ,Egypt,166,40,4,2,
Eastern Mediterranean ,Iraq,154,30,11,2,
Eastern Mediterranean ,Kuwait,130,7,0,0,
Eastern Mediterranean ,Lebanon,120,21,3,0,
Eastern Mediterranean ,United Arab Emirates,98,0,0,0,
Eastern Mediterranean ,Morocco,38,9,2,1,
Eastern Mediterranean ,Jordan,35,29,0,0,
Eastern Mediterranean ,Oman,24,2,0,0,
Eastern Mediterranean ,Tunisia,24,4,0,0,
Eastern Mediterranean ,Afghanistan,22,1,0,0,
Eastern Mediterranean ,Somalia,1,0,0,0,
Eastern Mediterranean ,Sudan,1,0,1,0,
Eastern Mediterranean Territories,occupied Palestinian territory,41,2,0,0,
Region of the Americas,United States of America,3536,1822,58,17,
Region of the Americas,Canada,424,120,1,0,
Region of the Americas,Brazil,234,34,0,0,
Region of the Americas,Chile,156,81,0,0,
Region of the Americas,Peru,86,15,0,0,
Region of the Americas,Mexico,82,29,0,0,
Region of the Americas,Panama,69,26,1,0,
Region of the Americas,Argentina,65,9,2,0,
Region of the Americas,Ecuador,58,21,2,0,
Region of the Americas,Colombia,45,11,0,0,
Region of the Americas,Costa Rica,41,6,0,0,
Region of the Americas,Venezuela (Bolivarian Republic of),33,16,0,0,
Region of the Americas,Dominican Republic,21,16,1,1,
Region of the Americas,Jamaica,12,2,0,0,
Region of the Americas,Bolivia (Plurinational State of),11,0,0,0,
Region of the Americas,Paraguay,9,1,0,0,
Region of the Americas,Honduras,8,6,0,0,
Region of the Americas,Guatemala,6,5,1,0,
Region of the Americas,Uruguay,6,2,0,0,
Region of the Americas,Cuba,5,1,0,0,
Region of the Americas,Trinidad and Tobago,5,3,0,0,
Region of the Americas,Guyana,4,0,1,0,
Region of the Americas,Saint Lucia,2,0,0,0,
Region of the Americas,Antigua and Barbuda,1,0,0,0,
Region of the Americas,Bahamas,1,1,0,0,
Region of the Americas,Saint Vincent and the Grenadines,1,0,0,0,
Region of the Americas,Suriname,1,0,0,0,
Region of the Americas Territories,Guadeloupe,18,12,0,0,
Region of the Americas Territories,Martinique,16,0,0,0,
Region of the Americas Territories,French Guiana,7,0,0,0,
Region of the Americas Territories,Curacao,3,1,0,0,
Region of the Americas Territories,Puerto Rico,3,0,0,0,
Region of the Americas Territories,Saint Barthelemy,3,0,0,0,
Region of the Americas Territories,Aruba,2,2,0,0,
Region of the Americas Territories,Saint Martin,2,0,0,0,
Region of the Americas Territories,United States Virgin Islands,2,1,0,0,
Region of the Americas Territories,Cayman Islands,1,0,1,0,
African ,South Africa,62,11,0,0,
African ,Algeria,60,11,4,0,
African ,Senegal,27,1,0,0,
African ,Burkina Faso,20,5,0,0,
African ,Rwanda,7,2,0,0,
African ,Cote d Ivoire,6,3,0,0,
African ,Ghana,6,4,0,0,
African ,Cameroon,5,0,0,0,
African ,Ethiopia,5,1,0,0,
African ,Seychelles,4,0,0,0,
African ,Democratic Republic of the Congo,3,1,0,0,
African ,Kenya,3,0,0,0,
African ,Namibia,2,0,0,0,
African ,Nigeria,2,0,0,0,
African ,Benin,1,1,0,0,
African ,Central African Republic,1,0,0,0,
African ,Congo,1,0,0,0,
African ,Equatorial Guinea,1,0,0,0,
African ,Eswatini,1,0,0,0,
African ,Gabon,1,0,0,0,
African ,Guinea,1,0,0,0,
African ,Liberia,1,1,0,0,
African ,Mauritania,1,0,0,0,
African ,Togo,1,0,0,0,
African ,United Republic of Tanzania,1,1,0,0,
African Territories,Reunion,9,0,0,0,
African Territories,Mayotte,1,0,0,0,
