Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,80981,26,3173,11,
Western Pacific,Republic of Korea,7869,114,66,6,
Western Pacific,Japan,620,52,15,3,
Western Pacific,Singapore,178,12,0,0,
Western Pacific,Malaysia,129,0,0,0,
Western Pacific,Australia,122,10,3,0,
Western Pacific,Philippines,52,3,2,1,
Western Pacific,Viet Nam,39,4,0,0,
Western Pacific,Brunei Darussalam,12,11,0,0,
Western Pacific,New Zealand,5,0,0,0,
Western Pacific,Cambodia,3,0,0,0,
Western Pacific,Mongolia,1,0,0,0,
Western Pacific Territories,French Polynesia,1,1,0,0,TRUE
European,Italy,12462,2313,827,196,
European,France,2269,495,48,15,
European,Spain,2140,501,48,12,
European,Germany,1567,271,3,1,
European,Switzerland,645,154,4,1,
European,Denmark,615,353,0,0,
European,Netherlands,503,121,5,1,
European,Sweden,461,135,0,0,
European,The United Kingdom,460,87,6,0,
European,Belgium,314,47,0,0,
European,Austria,302,120,0,0,
European,Norway,489,212,0,0,
European,Greece,98,9,1,1,
European,Czechia,94,33,0,0,
European,Israel,75,0,0,0,
European,San Marino,63,0,2,0,
European,Iceland,61,0,0,0,
European,Slovenia,57,26,0,0,
European,Romania,48,23,0,0,
European,Poland,44,22,0,0,
European,Ireland,43,9,1,1,
European,Portugal,41,0,0,0,
European,Finland,40,0,0,0,
European,Georgia,23,0,0,0,
European,Russian Federation,20,13,0,0,
European,Serbia,19,7,0,0,
European,Luxembourg,17,12,0,0,
European,Croatia,16,0,0,0,
European,Latvia,16,8,0,0,
European,Estonia,13,0,0,0,
European,Hungary,13,0,0,0,
European,Belarus,12,3,0,0,
European,Albania,10,0,0,0,
European,Slovakia,10,3,0,0,
European,Azerbaijan,9,0,0,0,
European,Bulgaria,7,1,1,1,
European,North Macedonia,7,0,0,0,
European,Cyprus,6,4,0,0,
European,Malta,6,2,0,0,
European,Bosnia and Herzegovina,4,0,0,0,
European,Republic of Moldova,4,1,0,0,
European,Lithuania,3,2,0,0,
European,Andorra,1,0,0,0,
European,Armenia,1,0,0,0,
European,Holy See,1,0,0,0,
European,Liechtenstein,1,0,0,0,
European,Monaco,1,0,0,0,
European,Turkey,1,1,0,0,TRUE
European,Ukraine,1,0,0,0,
European Territories,Faroe Islands,2,0,0,0,
European Territories,Gibraltar,1,0,0,0,
European Territories,Guernsey,1,0,0,0,
South-East Asia ,India,73,13,0,0,
South-East Asia ,Thailand,70,11,1,0,
South-East Asia ,Indonesia,34,7,1,0,
South-East Asia ,Maldives,8,0,0,0,
South-East Asia ,Bangladesh,3,0,0,0,
South-East Asia ,Sri Lanka,2,1,0,0,
South-East Asia ,Bhutan,1,0,0,0,
South-East Asia ,Nepal,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),9000,958,354,63,
Eastern Mediterranean ,Qatar,262,238,0,0,
Eastern Mediterranean ,Bahrain,189,79,0,0,
Eastern Mediterranean ,Kuwait,80,11,0,0,
Eastern Mediterranean ,United Arab Emirates,74,0,0,0,
Eastern Mediterranean ,Iraq,70,9,7,1,
Eastern Mediterranean ,Egypt,67,8,1,0,
Eastern Mediterranean ,Lebanon,66,25,3,2,
Eastern Mediterranean ,Saudi Arabia,21,1,0,0,
Eastern Mediterranean ,Pakistan,19,3,0,0,
Eastern Mediterranean ,Oman,18,0,0,0,
Eastern Mediterranean ,Afghanistan,7,3,0,0,
Eastern Mediterranean ,Tunisia,6,0,0,0,
Eastern Mediterranean ,Morocco,5,2,1,0,
Eastern Mediterranean ,Jordan,1,0,0,0,
Eastern Mediterranean Territories,occupied Palestinian territory,30,0,0,0,
Region of the Americas,United States of America,987,291,29,4,
Region of the Americas,Canada,93,0,1,0,
Region of the Americas,Brazil,52,18,0,0,
Region of the Americas,Chile,23,6,0,0,
Region of the Americas,Argentina,19,2,1,0,
Region of the Americas,Ecuador,17,2,0,0,
Region of the Americas,Peru,17,6,0,0,
Region of the Americas,Costa Rica,13,0,0,0,
Region of the Americas,Mexico,11,4,0,0,
Region of the Americas,Panama,10,2,1,0,
Region of the Americas,Colombia,9,6,0,0,
Region of the Americas,Dominican Republic,5,0,0,0,
Region of the Americas,Paraguay,5,0,0,0,
Region of the Americas,Bolivia (Plurinational State of),2,0,0,0,
Region of the Americas,Honduras,2,2,0,0,TRUE
Region of the Americas,Jamaica,1,0,0,0,
Region of the Americas Territories,French Guiana,5,0,0,0,
Region of the Americas Territories,Martinique,3,0,0,0,
Region of the Americas Territories,Saint Martin,2,0,0,0,
Region of the Americas Territories,Saint Barthelemy,1,0,0,0,
African ,Algeria,25,5,1,1,
African ,South Africa,13,6,0,0,
African ,Senegal,4,0,0,0,
African ,Burkina Faso,2,0,0,0,
African ,Cameroon,2,0,0,0,
African ,Nigeria,2,0,0,0,
African ,Cote d?Ivoire,1,1,0,0,TRUE
African ,Democratic Republic of the Congo,1,0,0,0,
African ,Togo,1,0,0,0,
