Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,81048,27,3204,10,
Western Pacific,Republic of Korea,8162,76,75,3,
Western Pacific,Japan,780,64,22,1,
Western Pacific,Australia,249,52,3,0,
Western Pacific,Malaysia,238,41,0,0,
Western Pacific,Singapore,212,12,0,0,
Western Pacific,Philippines,111,47,6,4,
Western Pacific,Viet Nam,53,5,0,0,
Western Pacific,Brunei Darussalam,40,15,0,0,
Western Pacific,Cambodia,7,0,0,0,
Western Pacific,New Zealand,6,0,0,0,
Western Pacific,Mongolia,1,0,0,0,
Western Pacific Territories,French Polynesia,3,2,0,0,
European,Italy,21157,3497,1441,173,
European,Spain,5753,1522,136,16,
European,France,4469,829,91,12,
European,Germany,3795,733,8,2,
European,Switzerland,1359,234,11,5,
European,The United Kingdom,1144,342,21,11,
European,Netherlands,959,155,12,2,
European,Sweden,924,149,0,0,
European,Norway,907,157,1,0,
European,Denmark,827,26,0,0,
European,Austria,800,296,1,0,
European,Belgium,689,90,0,0,
European,Greece,228,130,2,1,
European,Czechia,214,64,0,0,
European,Finland,210,101,0,0,
European,Israel,178,78,0,0,
European,Slovenia,141,0,0,0,
European,Iceland,138,77,0,0,
European,Ireland,129,39,2,1,
European,Romania,123,59,0,0,
European,Portugal,112,0,0,0,
European,Poland,111,47,3,2,
European,San Marino,92,26,5,3,
European,Estonia,79,0,0,0,
European,Slovakia,44,14,0,0,
European,Bulgaria,43,36,2,1,
European,Serbia,41,10,0,0,
European,Albania,38,5,1,0,
European,Luxembourg,38,0,1,0,
European,Croatia,37,10,0,0,
European,Russian Federation,34,0,0,0,
European,Hungary,32,13,0,0,
European,Georgia,30,5,0,0,
European,Latvia,30,14,0,0,
European,Belarus,21,0,0,0,
European,Cyprus,21,7,0,0,
European,Azerbaijan,19,8,0,0,
European,Bosnia and Herzegovina,18,7,0,0,
European,North Macedonia,13,4,0,0,
European,Malta,12,0,0,0,
European,Republic of Moldova,12,4,0,0,
European,Lithuania,9,3,0,0,
European,Armenia,8,0,0,0,
European,Kazakhstan,6,6,0,0,TRUE
European,Turkey,5,0,0,0,
European,Liechtenstein,4,0,0,0,
European,Ukraine,3,0,1,0,
European,Andorra,2,0,0,0,
European,Monaco,2,0,0,0,
European,Holy See,1,0,0,0,
European Territories,Faroe Islands,9,6,0,0,
European Territories,Gibraltar,1,0,0,0,
European Territories,Guernsey,1,0,0,0,
European Territories,Jersey,2,0,0,0,
South-East Asia ,Indonesia,117,48,4,1,
South-East Asia ,India,107,25,2,0,
South-East Asia ,Thailand,75,0,1,0,
South-East Asia ,Sri Lanka,11,5,0,0,
South-East Asia ,Maldives,10,1,0,0,
South-East Asia ,Bangladesh,3,0,0,0,
South-East Asia ,Bhutan,1,0,0,0,
South-East Asia ,Nepal,1,0,0,0,
