Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,81300,126,3253,11,
Western Pacific,Republic of Korea,8652,239,94,10,
Western Pacific,Japan,950,77,33,4,
Western Pacific,Malaysia,900,227,2,0,
Western Pacific,Australia,709,199,6,0,
Western Pacific,Singapore,345,32,0,0,
Western Pacific,Philippines,217,30,17,3,
Western Pacific,Viet Nam,85,19,0,0,
Western Pacific,Brunei Darussalam,73,17,0,0,
Western Pacific,Cambodia,47,12,0,0,
Western Pacific,New Zealand,39,19,0,0,
Western Pacific,Mongolia,6,1,0,0,
Western Pacific,Fiji,1,1,0,0,TRUE
Western Pacific Territories,Guam,12,7,0,0,
Western Pacific Territories,French Polynesia,11,8,0,0,
Western Pacific Territories,New Caledonia,2,2,0,0,TRUE
European,Italy,41035,5322,3407,429,
European,Spain,17147,3431,767,169,
European,Germany,10999,2801,20,8,
European,France,10877,1834,372,128,
European,Switzerland,3863,853,33,12,
European,The United Kingdom,3277,647,144,41,
European,Netherlands,2460,409,76,18,
European,Austria,1843,197,5,1,
European,Belgium,1795,309,14,0,
European,Norway,1552,129,6,3,
European,Sweden,1423,144,3,0,
European,Denmark,1132,88,6,2,
European,Portugal,785,143,3,1,
European,Czechia,694,172,0,0,
European,Ireland,557,265,3,1,
European,Israel,529,102,0,0,
European,Greece,418,0,5,0,
European,Finland,369,10,0,0,
European,Luxembourg,345,135,4,2,
European,Iceland,330,80,0,0,
European,Poland,325,38,5,0,
European,Slovenia,319,33,1,0,
European,Estonia,267,9,0,0,
European,Romania,260,14,0,0,
European,Russian Federation,199,52,0,0,
European,Turkey,191,0,2,0,
European,San Marino,126,17,14,0,
European,Serbia,123,41,0,0,
European,Slovakia,123,18,0,0,
European,Armenia,122,38,0,0,
European,Bulgaria,94,2,3,1,
European,Latvia,86,15,0,0,
European,Croatia,81,0,0,0,
European,Hungary,73,15,1,0,
European,Albania,70,11,2,0,
European,Cyprus,58,0,0,0,
European,Malta,53,5,0,0,
European,Republic of Moldova,49,13,0,0,
European,North Macedonia,48,17,0,0,
European,Belarus,46,0,0,0,
European,Kazakhstan,46,10,0,0,
European,Bosnia and Herzegovina,44,8,0,0,
European,Georgia,38,4,0,0,
European,Lithuania,36,10,0,0,
European,Azerbaijan,34,0,1,0,
European,Liechtenstein,25,0,0,0,
European,Uzbekistan,21,5,0,0,
European,Ukraine,16,0,2,0,
European,Montenegro,10,8,0,0,
European,Monaco,9,0,0,0,
European,Kyrgyzstan,3,0,0,0,
European,Holy See,1,0,0,0,
European Territories,Andorra,75,36,0,0,
European Territories,Faroe Islands,72,14,0,0,
