Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,81747,146,3283,7,
Western Pacific,Republic of Korea,9037,76,120,9,
Western Pacific,Australia,1709,313,7,0,
Western Pacific,Malaysia,1518,212,14,4,
Western Pacific,Japan,1128,39,42,1,
Western Pacific,Singapore,507,52,2,0,
Western Pacific,Philippines,462,82,33,8,
Western Pacific,Viet Nam,123,10,0,0,
Western Pacific,New Zealand,102,0,0,0,
Western Pacific,Brunei Darussalam,91,3,0,0,
Western Pacific,Cambodia,87,3,0,0,
Western Pacific,Mongolia,10,0,0,0,
Western Pacific,Fiji,3,1,0,0,
Western Pacific,Papua New Guinea,1,0,0,0,
Western Pacific Territories,Guam,29,2,1,0,
Western Pacific Territories,French Polynesia,18,1,0,0,
Western Pacific Territories,New Caledonia,8,3,0,0,
European,Italy,63927,4789,6077,601,
European,Spain,33089,4517,2182,462,
European,Germany,29212,4438,126,32,
European,France,19615,3794,860,186,
European,Switzerland,8015,1044,66,6,
European,The United Kingdom,6654,967,335,54,
European,Netherlands,4749,545,213,34,
European,Austria,4486,855,25,9,
European,Belgium,3743,342,88,13,
European,Norway,2371,239,8,1,
European,Portugal,2060,460,23,9,
European,Sweden,2016,110,25,4,
European,Turkey,1529,293,37,7,
European,Denmark,1460,65,24,11,
European,Israel,1238,167,1,0,
European,Czechia,1236,71,1,0,
European,Ireland,1125,219,6,2,
European,Luxembourg,875,77,8,0,
European,Poland,749,115,8,1,
European,Finland,700,74,1,0,
European,Greece,695,71,17,2,
European,Iceland,588,20,2,1,
European,Romania,576,143,7,5,
European,Slovenia,442,28,1,0,
European,Russian Federation,438,0,0,0,
European,Estonia,352,26,0,0,
European,Croatia,306,71,0,0,
European,Serbia,249,61,2,2,
European,Armenia,235,45,0,0,
European,Bulgaria,201,16,3,0,
European,Slovakia,191,6,0,0,
European,Hungary,187,20,8,1,
European,San Marino,187,36,20,0,
European,Latvia,180,41,0,0,
European,Lithuania,179,36,1,0,
European,Andorra,164,51,1,1,
European,North Macedonia,136,22,2,1,
European,Bosnia and Herzegovina,131,6,1,0,
European,Albania,123,34,4,2,
European,Cyprus,116,21,0,0,
European,Republic of Moldova,109,15,1,0,
European,Malta,107,17,0,0,
European,Ukraine,84,37,3,0,
European,Belarus,81,5,0,0,
European,Azerbaijan,72,7,1,0,
European,Georgia,67,13,0,0,
European,Kazakhstan,63,3,0,0,
European,Liechtenstein,46,0,0,0,
European,Uzbekistan,46,0,0,0,
European,Monaco,23,0,0,0,
European,Montenegro,22,1,0,0,
European,Kyrgyzstan,16,2,0,0,
European,Holy See,1,0,0,0,
European Territories,Faroe Islands,118,3,0,0,
European Territories,Kosovo,61,30,1,0,
European Territories,Guernsey,20,3,0,0,
European Territories,Jersey,18,3,0,0,
European Territories,Gibraltar,15,0,0,0,
European Territories,Isle of Man,13,11,0,0,
European Territories,Greenland,4,2,0,0,
South-East Asia ,Thailand,827,106,4,3,
South-East Asia ,Indonesia,579,65,49,1,
South-East Asia ,India,434,19,9,2,
South-East Asia ,Sri Lanka,97,15,0,0,
South-East Asia ,Bangladesh,33,6,3,1,
South-East Asia ,Maldives,13,0,0,0,
South-East Asia ,Bhutan,2,0,0,0,
South-East Asia ,Myanmar,2,2,0,0,TRUE
South-East Asia ,Nepal,2,1,0,0,
South-East Asia ,Timor-Leste,1,0,0,0,
Eastern Mediterranean ,Iran (Islamic Republic of),23049,1411,1812,127,
Eastern Mediterranean ,Pakistan,887,103,6,1,
Eastern Mediterranean ,Saudi Arabia,562,51,0,0,
Eastern Mediterranean ,Qatar,501,7,0,0,
Eastern Mediterranean ,Bahrain,377,40,2,0,
Eastern Mediterranean ,Egypt,366,39,19,5,
Eastern Mediterranean ,Lebanon,267,19,4,0,
Eastern Mediterranean ,Iraq,266,33,23,3,
Eastern Mediterranean ,United Arab Emirates,198,45,2,0,
Eastern Mediterranean ,Kuwait,191,2,0,0,
Eastern Mediterranean ,Morocco,143,28,4,0,
Eastern Mediterranean ,Jordan,127,15,0,0,
Eastern Mediterranean ,Tunisia,89,14,3,0,
Eastern Mediterranean ,Oman,84,29,0,0,
Eastern Mediterranean ,Afghanistan,42,2,1,0,
Eastern Mediterranean ,Djibouti,3,2,0,0,
Eastern Mediterranean ,Sudan,2,0,1,0,
Eastern Mediterranean ,Somalia,1,0,0,0,
Eastern Mediterranean ,Syrian Arab Republic,1,0,0,0,
Eastern Mediterranean Territories,occupied Palestinian territory,59,0,0,0,
Region of the Americas,United States of America,42164,10591,471,69,
Region of the Americas,Brazil,1546,642,25,14,
Region of the Americas,Canada,1432,48,20,1,
Region of the Americas,Ecuador,790,258,15,8,
Region of the Americas,Chile,746,114,1,0,
Region of the Americas,Peru,395,77,2,0,
Region of the Americas,Mexico,370,119,4,2,
Region of the Americas,Panama,345,100,6,3,
Region of the Americas,Colombia,277,81,3,1,
Region of the Americas,Argentina,266,41,4,0,
Region of the Americas,Dominican Republic,245,173,3,1,
Region of the Americas,Uruguay,162,27,0,0,
Region of the Americas,Costa Rica,158,41,2,0,
Region of the Americas,Venezuela (Bolivarian Republic of),70,0,0,0,
Region of the Americas,Trinidad and Tobago,51,1,0,0,
Region of the Americas,Cuba,40,24,1,0,
Region of the Americas,Honduras,30,4,0,0,
Region of the Americas,Bolivia (Plurinational State of),27,3,0,0,
Region of the Americas,Paraguay,22,0,1,0,
Region of the Americas,Guatemala,20,2,1,0,
Region of the Americas,Jamaica,19,0,1,0,
Region of the Americas,Barbados,17,12,0,0,
Region of the Americas,Haiti,6,4,0,0,
Region of the Americas,Guyana,5,0,1,0,
Region of the Americas,Bahamas,4,0,0,0,
Region of the Americas,El Salvador,3,2,0,0,
Region of the Americas,Saint Lucia,3,1,0,0,
Region of the Americas,Nicaragua,2,0,0,0,
Region of the Americas,Suriname,2,0,0,0,
Region of the Americas,Antigua and Barbuda,1,0,0,0,
Region of the Americas,Belize,1,1,0,0,TRUE
Region of the Americas,Dominica,1,1,0,0,TRUE
Region of the Americas,Grenada,1,0,0,0,
Region of the Americas,Saint Vincent and the Grenadines,1,0,0,0,
Region of the Americas Territories,Guadeloupe,62,6,0,0,
Region of the Americas Territories,Martinique,53,21,0,0,
Region of the Americas Territories,Puerto Rico,31,8,2,1,
Region of the Americas Territories,French Guiana,20,2,0,0,
Region of the Americas Territories,United States Virgin Islands,17,11,0,0,
Region of the Americas Territories,Aruba,9,1,0,0,
Region of the Americas Territories,Saint Martin,8,3,0,0,
Region of the Americas Territories,Bermuda,6,4,0,0,
Region of the Americas Territories,Cayman Islands,5,2,1,0,
Region of the Americas Territories,Curacao,4,1,1,0,
Region of the Americas Territories,Saint Barthelemy,3,0,0,0,
Region of the Americas Territories,Sint Maarten,2,1,0,0,
Region of the Americas Territories,Montserrat,1,0,0,0,
Region of the Americas Territories,Turks and Caicos Islands,1,1,0,0,TRUE
African ,South Africa,402,128,0,0,
African ,Algeria,231,30,17,0,
African ,Burkina Faso,99,24,3,0,
African ,Senegal,79,12,0,0,
African ,Cameroon,72,32,0,0,
African ,Democratic Republic of the Congo,36,6,2,0,
African ,Mauritius,36,24,0,0,
African ,Rwanda,36,19,0,0,
African ,Ghana,27,3,2,2,
African ,Cote d Ivoire,25,0,0,0,
African ,Nigeria,22,0,0,0,
African ,Togo,18,2,0,0,
African ,Kenya,16,1,0,0,
African ,Madagascar,13,1,0,0,
African ,United Republic of Tanzania,12,0,0,0,
African ,Ethiopia,11,0,0,0,
African ,Uganda,9,8,0,0,
African ,Seychelles,7,0,0,0,
African ,Equatorial Guinea,6,0,0,0,
African ,Gabon,6,0,1,0,
African ,Benin,5,3,0,0,
African ,Central African Republic,4,0,0,0,
African ,Congo,4,0,0,0,
African ,Eswatini,4,0,0,0,
African ,Guinea,4,2,0,0,
African ,Cabo Verde,3,0,0,0,
African ,Chad,3,2,0,0,
African ,Liberia,3,0,0,0,
African ,Namibia,3,0,0,0,
African ,Zambia,3,0,0,0,
African ,Angola,2,0,0,0,
African ,Mauritania,2,0,0,0,
African ,Niger,2,1,0,0,
African ,Zimbabwe,2,0,1,1,
African ,Eritrea,1,0,0,0,
African ,Gambia,1,0,0,0,
African ,Mozambique,1,0,0,0,
African Territories,Reunion,71,7,0,0,
African Territories,Mayotte,24,10,0,0,
