Region,Country Territory area,total Confirmed Cases,Confirmed new cases,total deaths,total new deaths,New
Western Pacific,China,82230,152,3301,3,
Western Pacific,Republic of Korea,9478,146,144,5,
Western Pacific,Australia,3635,650,14,1,
Western Pacific,Malaysia,2161,130,26,3,
Western Pacific,Japan,1499,112,49,3,
Western Pacific,Philippines,803,96,54,9,
Western Pacific,Singapore,732,49,2,0,
Western Pacific,New Zealand,416,78,0,0,
Western Pacific,Viet Nam,169,16,0,0,
Western Pacific,Brunei Darussalam,115,1,1,1,
Western Pacific,Cambodia,104,6,0,0,
Western Pacific,Mongolia,12,1,0,0,
Western Pacific,Lao People's Democratic Republic,6,0,0,0,
Western Pacific,Fiji,5,0,0,0,
Western Pacific,Papua New Guinea,1,0,0,0,
Western Pacific Territories,Guam,51,6,1,0,
Western Pacific Territories,French Polynesia,30,0,0,0,
Western Pacific Territories,New Caledonia,15,1,0,0,
European,Italy,86498,5959,9136,971,
European,Spain,64059,7871,4858,769,
European,Germany,48582,6294,325,72,
European,France,32542,3756,1992,297,
European,The United Kingdom,14547,2885,759,181,
European,Switzerland,12104,1390,197,36,
European,Netherlands,8603,1172,546,112,
European,Austria,7697,668,68,16,
European,Belgium,7284,1049,289,69,
European,Turkey,5698,2069,92,17,
European,Portugal,4268,724,76,16,
European,Norway,3581,425,16,2,
European,Israel,3460,425,12,2,
European,Sweden,3046,240,92,26,
European,Czechia,2279,217,9,0,
European,Ireland,2121,302,22,3,
European,Denmark,2046,169,52,11,
European,Luxembourg,1605,152,15,6,
European,Poland,1389,168,16,0,
European,Romania,1292,263,24,7,
European,Russian Federation,1264,228,4,1,
European,Finland,1025,67,7,3,
European,Greece,966,74,28,2,
European,Iceland,890,88,2,0,
European,Slovenia,632,55,9,4,
European,Croatia,586,91,3,1,
European,Estonia,575,37,1,0,
European,Serbia,528,71,7,0,
European,Armenia,372,43,1,0,
European,Lithuania,358,59,5,1,
European,Hungary,343,43,11,1,
European,Ukraine,311,93,8,3,
European,Slovakia,295,69,0,0,
European,Bulgaria,293,29,3,0,
European,Andorra,289,58,3,0,
European,Latvia,280,36,0,0,
European,Bosnia and Herzegovina,233,20,4,1,
European,San Marino,228,10,21,0,
European,North Macedonia,219,18,3,0,
European,Kazakhstan,204,79,1,1,
European,Republic of Moldova,199,22,2,0,
European,Albania,197,11,9,1,
European,Cyprus,162,16,5,2,
European,Azerbaijan,147,25,3,0,
European,Malta,139,5,0,0,
European,Uzbekistan,104,21,1,1,
European,Belarus,94,8,0,0,
European,Georgia,85,4,0,0,
European,Montenegro,70,3,1,0,
European,Liechtenstein,60,4,0,0,
European,Kyrgyzstan,58,0,0,0,
European,Monaco,19,0,0,0,
European,Holy See,4,0,0,0,
European Territories,Faroe Islands,144,4,0,0,
European Territories,Kosovo,88,9,1,0,
European Territories,Gibraltar,55,20,0,0,
European Territories,Jersey,52,20,1,0,
European Territories,Guernsey,36,2,0,0,
European Territories,Isle of Man,29,3,0,0,
European Territories,Greenland,9,3,0,0,
South-East Asia ,Thailand,1136,0,5,0,
